Accident Date,Accident Type
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with a fixed object
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with a fixed object
25/1/17,Struck Pedestrian
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
25/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with a fixed object
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Struck Pedestrian
26/1/17,Collision with a fixed object
26/1/17,Collision with vehicle
26/1/17,Collision with a fixed object
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Struck Pedestrian
26/1/17,Struck Pedestrian
26/1/17,Collision with a fixed object
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
26/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Struck animal
27/1/17,Struck Pedestrian
27/1/17,Collision with a fixed object
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with a fixed object
27/1/17,Collision with a fixed object
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with a fixed object
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with a fixed object
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Struck Pedestrian
27/1/17,Struck Pedestrian
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
27/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with a fixed object
28/1/17,Struck Pedestrian
28/1/17,Struck Pedestrian
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with a fixed object
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with a fixed object
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with a fixed object
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Collision with a fixed object
28/1/17,Collision with vehicle
28/1/17,Struck Pedestrian
28/1/17,Collision with vehicle
28/1/17,Collision with vehicle
28/1/17,Fall from or in moving vehicle
28/1/17,Collision with vehicle
29/1/17,Collision with a fixed object
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Struck Pedestrian
29/1/17,Collision with vehicle
29/1/17,Collision with a fixed object
29/1/17,Struck Pedestrian
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Collision with vehicle
29/1/17,Struck Pedestrian
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with a fixed object
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Struck Pedestrian
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Struck Pedestrian
30/1/17,Collision with a fixed object
30/1/17,Collision with vehicle
30/1/17,Collision with a fixed object
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with vehicle
30/1/17,Collision with a fixed object
30/1/17,Collision with a fixed object
30/1/17,Collision with a fixed object
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with a fixed object
31/1/17,Collision with a fixed object
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with a fixed object
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with a fixed object
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with vehicle
31/1/17,Collision with a fixed object
31/1/17,Collision with a fixed object
31/1/17,Collision with vehicle
31/1/17,Struck Pedestrian
31/1/17,Collision with a fixed object
31/1/17,Collision with vehicle
31/1/17,Struck Pedestrian
31/1/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with a fixed object
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with some other object
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
1/2/17,Collision with a fixed object
1/2/17,Collision with vehicle
1/2/17,Struck Pedestrian
1/2/17,Collision with vehicle
1/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with a fixed object
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Fall from or in moving vehicle
2/2/17,Collision with a fixed object
2/2/17,Collision with a fixed object
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Struck Pedestrian
2/2/17,Collision with a fixed object
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
2/2/17,Collision with vehicle
3/2/17,Collision with a fixed object
3/2/17,Collision with a fixed object
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with a fixed object
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with a fixed object
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with a fixed object
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
3/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with a fixed object
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Fall from or in moving vehicle
4/2/17,Collision with vehicle
4/2/17,Struck Pedestrian
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with a fixed object
4/2/17,Collision with vehicle
4/2/17,Struck Pedestrian
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with a fixed object
4/2/17,Collision with vehicle
4/2/17,Collision with some other object
4/2/17,Fall from or in moving vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
4/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with a fixed object
5/2/17,Collision with vehicle
5/2/17,Collision with a fixed object
5/2/17,Collision with a fixed object
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with a fixed object
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with a fixed object
5/2/17,Collision with a fixed object
5/2/17,Collision with a fixed object
5/2/17,Collision with a fixed object
5/2/17,Collision with a fixed object
5/2/17,Collision with vehicle
5/2/17,Collision with vehicle
5/2/17,Collision with a fixed object
5/2/17,Struck Pedestrian
5/2/17,Collision with a fixed object
5/2/17,Collision with a fixed object
5/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with a fixed object
6/2/17,Collision with vehicle
6/2/17,Collision with a fixed object
6/2/17,Struck Pedestrian
6/2/17,Collision with a fixed object
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with a fixed object
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Fall from or in moving vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with a fixed object
6/2/17,Collision with vehicle
6/2/17,Collision with a fixed object
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
6/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Struck animal
7/2/17,Struck Pedestrian
7/2/17,Collision with a fixed object
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Struck Pedestrian
7/2/17,Collision with a fixed object
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with a fixed object
7/2/17,Collision with vehicle
7/2/17,Collision with a fixed object
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with a fixed object
7/2/17,Collision with a fixed object
7/2/17,Collision with a fixed object
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with a fixed object
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Struck Pedestrian
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
7/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with some other object
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with a fixed object
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with a fixed object
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Struck Pedestrian
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with a fixed object
8/2/17,Collision with vehicle
8/2/17,Collision with a fixed object
8/2/17,Collision with a fixed object
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with vehicle
8/2/17,Collision with a fixed object
9/2/17,Struck Pedestrian
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Struck Pedestrian
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with some other object
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with some other object
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Collision with a fixed object
9/2/17,Collision with vehicle
9/2/17,Collision with vehicle
9/2/17,Struck Pedestrian
9/2/17,Struck Pedestrian
9/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with some other object
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with a fixed object
10/2/17,Collision with a fixed object
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with a fixed object
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with a fixed object
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with vehicle
10/2/17,Struck Pedestrian
10/2/17,Fall from or in moving vehicle
10/2/17,Collision with vehicle
10/2/17,Collision with a fixed object
10/2/17,Struck animal
10/2/17,Collision with vehicle
10/2/17,Struck animal
10/2/17,Struck Pedestrian
10/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Struck Pedestrian
11/2/17,Struck Pedestrian
11/2/17,Collision with a fixed object
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with a fixed object
11/2/17,Struck Pedestrian
11/2/17,Collision with a fixed object
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with a fixed object
11/2/17,Collision with vehicle
11/2/17,Collision with some other object
11/2/17,Collision with vehicle
11/2/17,Collision with a fixed object
11/2/17,Collision with vehicle
11/2/17,Struck animal
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
11/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with a fixed object
12/2/17,Struck Pedestrian
12/2/17,Collision with vehicle
12/2/17,Collision with a fixed object
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with a fixed object
12/2/17,Struck Pedestrian
12/2/17,Collision with vehicle
12/2/17,Collision with vehicle
12/2/17,Collision with a fixed object
12/2/17,Collision with a fixed object
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with a fixed object
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Struck Pedestrian
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with a fixed object
13/2/17,Collision with a fixed object
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Struck Pedestrian
13/2/17,Collision with a fixed object
13/2/17,Collision with a fixed object
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
13/2/17,Collision with vehicle
14/2/17,Collision with a fixed object
14/2/17,Collision with vehicle
14/2/17,Collision with a fixed object
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Struck Pedestrian
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with a fixed object
14/2/17,Struck Pedestrian
14/2/17,Struck Pedestrian
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with a fixed object
14/2/17,Collision with vehicle
14/2/17,Struck Pedestrian
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Struck animal
14/2/17,Collision with a fixed object
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
14/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Struck Pedestrian
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with a fixed object
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Struck Pedestrian
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with a fixed object
15/2/17,Collision with a fixed object
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with a fixed object
15/2/17,Collision with a fixed object
15/2/17,Collision with vehicle
15/2/17,Struck Pedestrian
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
15/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with a fixed object
16/2/17,Struck Pedestrian
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with a fixed object
16/2/17,Collision with vehicle
16/2/17,Collision with a fixed object
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Struck Pedestrian
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Struck Pedestrian
16/2/17,Collision with a fixed object
16/2/17,Collision with vehicle
16/2/17,Collision with a fixed object
16/2/17,Collision with vehicle
16/2/17,Struck Pedestrian
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Collision with vehicle
16/2/17,Struck Pedestrian
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with a fixed object
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Struck Pedestrian
17/2/17,Collision with a fixed object
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with a fixed object
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Struck Pedestrian
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
17/2/17,Collision with a fixed object
17/2/17,Struck animal
17/2/17,Collision with vehicle
17/2/17,Collision with vehicle
18/2/17,Collision with vehicle
18/2/17,Collision with vehicle
18/2/17,Collision with vehicle
18/2/17,Collision with vehicle
18/2/17,Collision with a fixed object
18/2/17,Collision with vehicle
18/2/17,Collision with vehicle
18/2/17,Collision with a fixed object
18/2/17,Struck Pedestrian
18/2/17,Collision with a fixed object
18/2/17,Collision with vehicle
18/2/17,Collision with vehicle
18/2/17,Collision with a fixed object
18/2/17,Struck Pedestrian
18/2/17,Collision with a fixed object
18/2/17,Collision with vehicle
18/2/17,Collision with a fixed object
18/2/17,Collision with vehicle
18/2/17,Struck Pedestrian
18/2/17,Collision with vehicle
18/2/17,Collision with a fixed object
18/2/17,Collision with a fixed object
18/2/17,Collision with vehicle
18/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Fall from or in moving vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with a fixed object
19/2/17,Collision with a fixed object
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with a fixed object
19/2/17,Collision with vehicle
19/2/17,Collision with a fixed object
19/2/17,Collision with a fixed object
19/2/17,Collision with vehicle
19/2/17,Collision with a fixed object
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
19/2/17,Collision with vehicle
20/2/17,Collision with a fixed object
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with a fixed object
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with a fixed object
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with a fixed object
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
20/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Struck Pedestrian
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with a fixed object
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with a fixed object
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Collision with vehicle
21/2/17,Struck Pedestrian
21/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Struck Pedestrian
22/2/17,Collision with vehicle
22/2/17,Struck Pedestrian
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with a fixed object
22/2/17,Collision with vehicle
22/2/17,Struck Pedestrian
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
22/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with a fixed object
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Collision with a fixed object
23/2/17,Collision with vehicle
23/2/17,Collision with vehicle
23/2/17,Struck Pedestrian
24/2/17,Collision with vehicle
